time,power (W),energy (Wh),power(kW),energy (kWh),total power,total energy
1/7/2016 14:19,111600,4972864,111.6,4972.864,558,24864.32
1/7/2016 14:20,114700,4974784,114.7,4974.784,573.5,24873.92
1/7/2016 14:21,165700,4976768,165.7,4976.768,828.5,24883.84
1/7/2016 14:22,292500,4980800,292.5,4980.8,1462.5,24904
1/7/2016 14:23,113900,4983104,113.9,4983.104,569.5,24915.52
1/7/2016 14:24,131200,4985088,131.2,4985.088,656,24925.44
1/7/2016 14:25,265100,4988416,265.1,4988.416,1325.5,24942.08
1/7/2016 14:26,390100,4993792,390.1,4993.792,1950.5,24968.96
1/7/2016 14:27,517300,5001408,517.3,5001.408,2586.5,25007.04
1/7/2016 14:28,121800,5006400,121.8,5006.4,609,25032
1/7/2016 14:29,120200,5008384,120.2,5008.384,601,25041.92
1/7/2016 14:30,222700,5011008,222.7,5011.008,1113.5,25055.04
1/7/2016 14:31,348200,5015808,348.2,5015.808,1741,25079.04
1/7/2016 14:32,476200,5022592,476.2,5022.592,2381,25112.96
1/7/2016 14:33,603100,5031616,603.1,5031.616,3015.5,25158.08
1/7/2016 14:34,629700,5041984,629.7,5041.984,3148.5,25209.92
1/7/2016 14:35,629600,5052480,629.6,5052.48,3148,25262.4
1/7/2016 14:36,629800,5062976,629.8,5062.976,3149,25314.88
1/7/2016 14:37,629300,5073600,629.3,5073.6,3146.5,25368
1/7/2016 14:38,629700,5084096,629.7,5084.096,3148.5,25420.48
1/7/2016 14:39,629600,5093888,629.6,5093.888,3148,25469.44
1/7/2016 14:40,629700,5105088,629.7,5105.088,3148.5,25525.44
1/7/2016 14:41,629800,5114880,629.8,5114.88,3149,25574.4
1/7/2016 14:42,629600,5125376,629.6,5125.376,3148,25626.88
1/7/2016 14:43,629700,5135872,629.7,5135.872,3148.5,25679.36
1/7/2016 14:44,629700,5146496,629.7,5146.496,3148.5,25732.48
1/7/2016 14:45,629700,5156864,629.7,5156.864,3148.5,25784.32
1/7/2016 14:46,629800,5167424,629.8,5167.424,3149,25837.12
1/7/2016 14:47,629700,5177920,629.7,5177.92,3148.5,25889.6
1/7/2016 14:48,629600,5188416,629.6,5188.416,3148,25942.08
1/7/2016 14:49,629700,5198976,629.7,5198.976,3148.5,25994.88
1/7/2016 14:50,629700,5209600,629.7,5209.6,3148.5,26048
1/7/2016 14:51,629800,5219968,629.8,5219.968,3149,26099.84
1/7/2016 14:52,630000,5230592,630,5230.592,3150,26152.96
1/7/2016 14:53,629600,5241088,629.6,5241.088,3148,26205.44
1/7/2016 14:54,629700,5251712,629.7,5251.712,3148.5,26258.56
1/7/2016 14:55,630000,5262080,630,5262.08,3150,26310.4
1/7/2016 14:56,629700,5272576,629.7,5272.576,3148.5,26362.88
1/7/2016 14:57,629800,5283200,629.8,5283.2,3149,26416
1/7/2016 14:58,629800,5293696,629.8,5293.696,3149,26468.48
1/7/2016 14:59,629700,5304192,629.7,5304.192,3148.5,26520.96
1/7/2016 15:00,630000,5314688,630,5314.688,3150,26573.44
1/7/2016 15:01,629800,5325184,629.8,5325.184,3149,26625.92
1/7/2016 15:02,629700,5335616,629.7,5335.616,3148.5,26678.08
1/7/2016 15:03,629800,5346176,629.8,5346.176,3149,26730.88
1/7/2016 15:04,629800,5356672,629.8,5356.672,3149,26783.36
1/7/2016 15:05,629600,5367104,629.6,5367.104,3148,26835.52
1/7/2016 15:06,629700,5377664,629.7,5377.664,3148.5,26888.32
1/7/2016 15:07,629700,5388224,629.7,5388.224,3148.5,26941.12
1/7/2016 15:08,629600,5398720,629.6,5398.72,3148,26993.6
1/7/2016 15:09,629700,5409216,629.7,5409.216,3148.5,27046.08
1/7/2016 15:10,629700,5419584,629.7,5419.584,3148.5,27097.92
1/7/2016 15:11,629800,5430208,629.8,5430.208,3149,27151.04
1/7/2016 15:12,629600,5440704,629.6,5440.704,3148,27203.52
1/7/2016 15:13,629700,5451264,629.7,5451.264,3148.5,27256.32
1/7/2016 15:14,629800,5461888,629.8,5461.888,3149,27309.44
1/7/2016 15:15,630000,5472192,630,5472.192,3150,27360.96
1/7/2016 15:16,629600,5482880,629.6,5482.88,3148,27414.4
1/7/2016 15:17,629700,5493376,629.7,5493.376,3148.5,27466.88
1/7/2016 15:18,629600,5503872,629.6,5503.872,3148,27519.36
1/7/2016 15:19,629800,5514368,629.8,5514.368,3149,27571.84
1/7/2016 15:20,629700,5524864,629.7,5524.864,3148.5,27624.32
1/7/2016 15:21,629600,5535424,629.6,5535.424,3148,27677.12
1/7/2016 15:22,629700,5545920,629.7,5545.92,3148.5,27729.6
1/7/2016 15:23,629700,5556480,629.7,5556.48,3148.5,27782.4
1/7/2016 15:24,629700,5566976,629.7,5566.976,3148.5,27834.88
1/7/2016 15:25,629800,5577472,629.8,5577.472,3149,27887.36
1/7/2016 15:26,629300,5587072,629.3,5587.072,3146.5,27935.36
1/7/2016 15:27,628700,5597504,628.7,5597.504,3143.5,27987.52
1/7/2016 15:28,628600,5608064,628.6,5608.064,3143,28040.32
1/7/2016 15:29,627900,5618496,627.9,5618.496,3139.5,28092.48
1/7/2016 15:30,629100,5629120,629.1,5629.12,3145.5,28145.6
1/7/2016 15:31,629400,5639680,629.4,5639.68,3147,28198.4
1/7/2016 15:32,629800,5650176,629.8,5650.176,3149,28250.88
1/7/2016 15:33,629700,5660608,629.7,5660.608,3148.5,28303.04
1/7/2016 15:34,629700,5671168,629.7,5671.168,3148.5,28355.84
1/7/2016 15:35,629800,5681664,629.8,5681.664,3149,28408.32
1/7/2016 15:36,628800,5692224,628.8,5692.224,3144,28461.12
1/7/2016 15:37,626200,5702720,626.2,5702.72,3131,28513.6
1/7/2016 15:38,625500,5713088,625.5,5713.088,3127.5,28565.44
1/7/2016 15:39,624300,5723520,624.3,5723.52,3121.5,28617.6
1/7/2016 15:40,622900,5733888,622.9,5733.888,3114.5,28669.44
1/7/2016 15:41,622800,5744320,622.8,5744.32,3114,28721.6
1/7/2016 15:42,622700,5754688,622.7,5754.688,3113.5,28773.44
1/7/2016 15:43,621800,5765120,621.8,5765.12,3109,28825.6
1/7/2016 15:44,621200,5775424,621.2,5775.424,3106,28877.12
1/7/2016 15:45,623200,5785792,623.2,5785.792,3116,28928.96
1/7/2016 15:46,623200,5796160,623.2,5796.16,3116,28980.8
1/7/2016 15:47,620400,5806592,620.4,5806.592,3102,29032.96
1/7/2016 15:48,617600,5816896,617.6,5816.896,3088,29084.48
1/7/2016 15:49,616900,5827200,616.9,5827.2,3084.5,29136
1/7/2016 15:50,616100,5837504,616.1,5837.504,3080.5,29187.52
1/7/2016 15:51,616500,5847680,616.5,5847.68,3082.5,29238.4
1/7/2016 15:52,617000,5857984,617,5857.984,3085,29289.92
1/7/2016 15:53,618000,5868416,618,5868.416,3090,29342.08
1/7/2016 15:54,619800,5878720,619.8,5878.72,3099,29393.6
1/7/2016 15:55,619400,5888960,619.4,5888.96,3097,29444.8
1/7/2016 15:56,619000,5899264,619,5899.264,3095,29496.32
1/7/2016 15:57,619400,5909568,619.4,5909.568,3097,29547.84
1/7/2016 15:58,621900,5919872,621.9,5919.872,3109.5,29599.36
1/7/2016 15:59,625200,5930368,625.2,5930.368,3126,29651.84
1/7/2016 16:00,626200,5940672,626.2,5940.672,3131,29703.36
1/7/2016 16:01,626000,5951296,626,5951.296,3130,29756.48
1/7/2016 16:02,626700,5961600,626.7,5961.6,3133.5,29808
1/7/2016 16:03,626100,5972096,626.1,5972.096,3130.5,29860.48
1/7/2016 16:04,624500,5982592,624.5,5982.592,3122.5,29912.96
1/7/2016 16:05,621200,5993024,621.2,5993.024,3106,29965.12
1/7/2016 16:06,620100,6003264,620.1,6003.264,3100.5,30016.32
1/7/2016 16:07,620000,6013696,620,6013.696,3100,30068.48
1/7/2016 16:08,619200,6024000,619.2,6024,3096,30120
1/7/2016 16:09,619700,6034304,619.7,6034.304,3098.5,30171.52
1/7/2016 16:10,619600,6044672,619.6,6044.672,3098,30223.36
1/7/2016 16:11,618700,6054976,618.7,6054.976,3093.5,30274.88
1/7/2016 16:12,617200,6065280,617.2,6065.28,3086,30326.4
1/7/2016 16:13,615700,6075584,615.7,6075.584,3078.5,30377.92
1/7/2016 16:14,615100,6085824,615.1,6085.824,3075.5,30429.12
1/7/2016 16:15,175200,6093120,175.2,6093.12,876,30465.6
1/7/2016 16:16,62300,6094400,62.3,6094.4,311.5,30472
1/7/2016 16:17,72000,6095488,72,6095.488,360,30477.44
1/7/2016 16:18,187200,6097792,187.2,6097.792,936,30488.96
1/7/2016 16:19,311800,6102016,311.8,6102.016,1559,30510.08
1/7/2016 16:20,433900,6107712,433.9,6107.712,2169.5,30538.56
1/7/2016 16:21,356200,6114304,356.2,6114.304,1781,30571.52
1/7/2016 16:22,489700,6121408,489.7,6121.408,2448.5,30607.04
1/7/2016 16:23,612600,6130688,612.6,6130.688,3063,30653.44
1/7/2016 16:24,606400,6140800,606.4,6140.8,3032,30704
1/7/2016 16:25,606500,6150784,606.5,6150.784,3032.5,30753.92
1/7/2016 16:26,605100,6160960,605.1,6160.96,3025.5,30804.8
1/7/2016 16:27,603800,6171008,603.8,6171.008,3019,30855.04
1/7/2016 16:28,603800,6181120,603.8,6181.12,3019,30905.6
1/7/2016 16:29,602500,6191104,602.5,6191.104,3012.5,30955.52
1/7/2016 16:30,599100,6201216,599.1,6201.216,2995.5,31006.08
1/7/2016 16:31,596100,6211200,596.1,6211.2,2980.5,31056
1/7/2016 16:32,592900,6221120,592.9,6221.12,2964.5,31105.6
1/7/2016 16:33,590100,6230912,590.1,6230.912,2950.5,31154.56
1/7/2016 16:34,587200,6240768,587.2,6240.768,2936,31203.84
1/7/2016 16:35,584200,6250496,584.2,6250.496,2921,31252.48
1/7/2016 16:36,582300,6260160,582.3,6260.16,2911.5,31300.8
1/7/2016 16:37,580900,6269888,580.9,6269.888,2904.5,31349.44
1/7/2016 16:38,578700,6279616,578.7,6279.616,2893.5,31398.08
1/7/2016 16:39,576400,6289216,576.4,6289.216,2882,31446.08
1/7/2016 16:40,574400,6298816,574.4,6298.816,2872,31494.08
1/7/2016 16:41,573300,6308416,573.3,6308.416,2866.5,31542.08
1/7/2016 16:42,573300,6317888,573.3,6317.888,2866.5,31589.44
1/7/2016 16:43,573700,6327616,573.7,6327.616,2868.5,31638.08
1/7/2016 16:44,573100,6336960,573.1,6336.96,2865.5,31684.8
1/7/2016 16:45,572500,6346560,572.5,6346.56,2862.5,31732.8
1/7/2016 16:46,572000,6356160,572,6356.16,2860,31780.8
1/7/2016 16:47,570300,6365696,570.3,6365.696,2851.5,31828.48
1/7/2016 16:48,569100,6375168,569.1,6375.168,2845.5,31875.84
1/7/2016 16:49,568100,6384768,568.1,6384.768,2840.5,31923.84
1/7/2016 16:50,566400,6394304,566.4,6394.304,2832,31971.52
1/7/2016 16:51,564700,6403776,564.7,6403.776,2823.5,32018.88
1/7/2016 16:52,563500,6413184,563.5,6413.184,2817.5,32065.92
1/7/2016 16:53,562500,6422592,562.5,6422.592,2812.5,32112.96
1/7/2016 16:54,561000,6431872,561,6431.872,2805,32159.36
1/7/2016 16:55,559600,6441216,559.6,6441.216,2798,32206.08
1/7/2016 16:56,557300,6450624,557.3,6450.624,2786.5,32253.12
1/7/2016 16:57,553800,6459904,553.8,6459.904,2769,32299.52
1/7/2016 16:58,551400,6469120,551.4,6469.12,2757,32345.6
1/7/2016 16:59,551300,6478272,551.3,6478.272,2756.5,32391.36
1/7/2016 17:00,551100,6487488,551.1,6487.488,2755.5,32437.44
1/7/2016 17:01,550400,6496576,550.4,6496.576,2752,32482.88
1/7/2016 17:02,549000,6505792,549,6505.792,2745,32528.96
1/7/2016 17:03,548900,6515008,548.9,6515.008,2744.5,32575.04
1/7/2016 17:04,548600,6524224,548.6,6524.224,2743,32621.12
1/7/2016 17:05,547800,6533312,547.8,6533.312,2739,32666.56
1/7/2016 17:06,547300,6542464,547.3,6542.464,2736.5,32712.32
1/7/2016 17:07,547100,6551616,547.1,6551.616,2735.5,32758.08
1/7/2016 17:08,539400,6560704,539.4,6560.704,2697,32803.52
1/7/2016 17:09,536100,6569600,536.1,6569.6,2680.5,32848
1/7/2016 17:10,293100,6576192,293.1,6576.192,1465.5,32880.96
1/7/2016 17:11,122400,6580160,122.4,6580.16,612,32900.8
1/7/2016 17:12,266500,6583488,266.5,6583.488,1332.5,32917.44
1/7/2016 17:13,385400,6588992,385.4,6588.992,1927,32944.96
1/7/2016 17:14,519300,6596480,519.3,6596.48,2596.5,32982.4
1/7/2016 17:15,535700,6604864,535.7,6604.864,2678.5,33024.32
1/7/2016 17:16,529500,6613824,529.5,6613.824,2647.5,33069.12
1/7/2016 17:17,524300,6622464,524.3,6622.464,2621.5,33112.32
1/7/2016 17:18,518600,6631168,518.6,6631.168,2593,33155.84
1/7/2016 17:19,512100,6639808,512.1,6639.808,2560.5,33199.04
1/7/2016 17:20,505500,6648320,505.5,6648.32,2527.5,33241.6
1/7/2016 17:21,499400,6656704,499.4,6656.704,2497,33283.52
1/7/2016 17:22,492800,6665024,492.8,6665.024,2464,33325.12
1/7/2016 17:23,486000,6673088,486,6673.088,2430,33365.44
1/7/2016 17:24,479100,6681088,479.1,6681.088,2395.5,33405.44
1/7/2016 17:25,472000,6689088,472,6689.088,2360,33445.44
1/7/2016 17:26,465100,6696896,465.1,6696.896,2325.5,33484.48
1/7/2016 17:27,458400,6704576,458.4,6704.576,2292,33522.88
1/7/2016 17:28,452400,6712192,452.4,6712.192,2262,33560.96
1/7/2016 17:29,446700,6719680,446.7,6719.68,2233.5,33598.4
1/7/2016 17:30,441300,6727104,441.3,6727.104,2206.5,33635.52
1/7/2016 17:31,435400,6734400,435.4,6734.4,2177,33672
1/7/2016 17:32,429500,6741568,429.5,6741.568,2147.5,33707.84
1/7/2016 17:33,423900,6748864,423.9,6748.864,2119.5,33744.32
1/7/2016 17:34,416800,6755904,416.8,6755.904,2084,33779.52
1/7/2016 17:35,408700,6762688,408.7,6762.688,2043.5,33813.44
1/7/2016 17:36,400200,6769472,400.2,6769.472,2001,33847.36
1/7/2016 17:37,391900,6776064,391.9,6776.064,1959.5,33880.32
1/7/2016 17:38,384300,6782592,384.3,6782.592,1921.5,33912.96
1/7/2016 17:39,377400,6788864,377.4,6788.864,1887,33944.32
1/7/2016 17:40,370600,6795200,370.6,6795.2,1853,33976
1/7/2016 17:41,363900,6801280,363.9,6801.28,1819.5,34006.4
1/7/2016 17:42,357800,6807296,357.8,6807.296,1789,34036.48
1/7/2016 17:43,352100,6813184,352.1,6813.184,1760.5,34065.92
1/7/2016 17:44,346400,6819072,346.4,6819.072,1732,34095.36
1/7/2016 17:45,338800,6824768,338.8,6824.768,1694,34123.84
1/7/2016 17:46,330900,6830272,330.9,6830.272,1654.5,34151.36
1/7/2016 17:47,322400,6835776,322.4,6835.776,1612,34178.88
1/7/2016 17:48,312400,6841088,312.4,6841.088,1562,34205.44
1/7/2016 17:49,302500,6846208,302.5,6846.208,1512.5,34231.04
1/7/2016 17:50,292000,6851200,292,6851.2,1460,34256
1/7/2016 17:51,281700,6856000,281.7,6856,1408.5,34280
1/7/2016 17:52,270900,6860608,270.9,6860.608,1354.5,34303.04
1/7/2016 17:53,259100,6864960,259.1,6864.96,1295.5,34324.8
1/7/2016 17:54,248400,6869184,248.4,6869.184,1242,34345.92
1/7/2016 17:55,238600,6873280,238.6,6873.28,1193,34366.4
1/7/2016 17:56,227900,6877120,227.9,6877.12,1139.5,34385.6
1/7/2016 17:57,218300,6880896,218.3,6880.896,1091.5,34404.48
1/7/2016 17:58,210300,6884416,210.3,6884.416,1051.5,34422.08
1/7/2016 17:59,204000,6887872,204,6887.872,1020,34439.36
1/7/2016 18:00,197700,6891200,197.7,6891.2,988.5,34456
1/7/2016 18:01,192200,6894464,192.2,6894.464,961,34472.32
1/7/2016 18:02,187500,6897664,187.5,6897.664,937.5,34488.32
1/7/2016 18:03,182600,6900672,182.6,6900.672,913,34503.36
1/7/2016 18:04,178800,6903680,178.8,6903.68,894,34518.4
1/7/2016 18:05,174800,6906688,174.8,6906.688,874,34533.44
1/7/2016 18:06,171100,6909568,171.1,6909.568,855.5,34547.84
1/7/2016 18:07,167400,6912384,167.4,6912.384,837,34561.92
1/7/2016 18:08,162500,6915200,162.5,6915.2,812.5,34576
1/7/2016 18:09,158900,6917824,158.9,6917.824,794.5,34589.12
1/7/2016 18:10,154900,6920384,154.9,6920.384,774.5,34601.92
1/7/2016 18:11,151000,6923008,151,6923.008,755,34615.04
1/7/2016 18:12,147500,6925504,147.5,6925.504,737.5,34627.52
1/7/2016 18:13,144800,6927872,144.8,6927.872,724,34639.36
1/7/2016 18:14,141800,6930304,141.8,6930.304,709,34651.52
1/7/2016 18:15,139400,6932672,139.4,6932.672,697,34663.36
1/7/2016 18:16,136200,6934912,136.2,6934.912,681,34674.56
1/7/2016 18:17,132900,6937216,132.9,6937.216,664.5,34686.08
1/7/2016 18:18,129700,6939392,129.7,6939.392,648.5,34696.96
1/7/2016 18:19,125900,6941504,125.9,6941.504,629.5,34707.52
1/7/2016 18:20,121600,6943616,121.6,6943.616,608,34718.08
1/7/2016 18:21,116100,6945408,116.1,6945.408,580.5,34727.04
1/7/2016 18:22,111300,6947264,111.3,6947.264,556.5,34736.32
1/7/2016 18:23,106200,6949120,106.2,6949.12,531,34745.6
1/7/2016 18:24,100800,6950912,100.8,6950.912,504,34754.56
1/7/2016 18:25,95000,6952512,95,6952.512,475,34762.56
1/7/2016 18:26,89500,6953984,89.5,6953.984,447.5,34769.92
1/7/2016 18:27,83800,6955520,83.8,6955.52,419,34777.6
1/7/2016 18:28,77200,6956800,77.2,6956.8,386,34784
1/7/2016 18:29,70800,6958016,70.8,6958.016,354,34790.08
1/7/2016 18:30,64900,6959168,64.9,6959.168,324.5,34795.84
1/7/2016 18:31,58400,6960192,58.4,6960.192,292,34800.96
1/7/2016 18:32,52100,6961088,52.1,6961.088,260.5,34805.44
1/7/2016 18:33,47000,6961920,47,6961.92,235,34809.6
1/7/2016 18:34,41500,6962688,41.5,6962.688,207.5,34813.44
1/7/2016 18:35,36300,6963264,36.3,6963.264,181.5,34816.32
1/7/2016 18:36,31400,6963904,31.4,6963.904,157,34819.52
1/7/2016 18:37,26900,6964416,26.9,6964.416,134.5,34822.08
1/7/2016 18:38,22800,6964800,22.8,6964.8,114,34824
1/7/2016 18:39,19300,6965120,19.3,6965.12,96.5,34825.6
1/7/2016 18:40,15600,6965376,15.6,6965.376,78,34826.88
1/7/2016 18:41,11900,6965568,11.9,6965.568,59.5,34827.84
1/7/2016 18:42,8100,6965824,8.1,6965.824,40.5,34829.12
1/7/2016 18:43,5400,6965888,5.4,6965.888,27,34829.44
1/7/2016 18:44,0,6966016,0,6966.016,0,34830.08
1/7/2016 18:45,0,6966016,0,6966.016,0,34830.08
1/7/2016 18:46,0,6966016,0,6966.016,0,34830.08
1/7/2016 18:47,0,6966016,0,6966.016,0,34830.08
1/7/2016 18:48,0,6966016,0,6966.016,0,34830.08
1/7/2016 18:49,1700,6966016,1.7,6966.016,8.5,34830.08
1/7/2016 18:50,0,6966016,0,6966.016,0,34830.08
1/7/2016 18:51,0,6966016,0,6966.016,0,34830.08
1/7/2016 18:52,0,6966016,0,6966.016,0,34830.08
1/7/2016 18:53,0,6966016,0,6966.016,0,34830.08
1/7/2016 18:54,0,6966016,0,6966.016,0,34830.08
1/7/2016 18:55,0,6966016,0,6966.016,0,34830.08
1/7/2016 18:56,0,6966016,0,6966.016,0,34830.08
1/7/2016 18:57,0,6966016,0,6966.016,0,34830.08
1/7/2016 18:58,0,6966016,0,6966.016,0,34830.08
1/7/2016 18:59,0,6966016,0,6966.016,0,34830.08
1/7/2016 19:00,0,6966016,0,6966.016,0,34830.08
